iso3c,year,gdp_const_2015_usd
ATG,2007,1697014056.19323
ARG,2007,512690850741.56
ARM,2007,9071661194.12856
ABW,2007,2960117372.63583
AUS,2007,1097018464974.4
AUT,2007,361424664731.668
AZE,2007,37862439845.1581
BHS,2007,11854121086.481
BHR,2007,24020694053.4652
BGD,2007,122166366935.51
BRB,2007,6473510975.63435
BLR,2007,44766358837.3896
BEL,2007,430554259966.472
BLZ,2007,1914531924.99014
BEN,2007,8298002249.61043
BMU,2007,8354841362.08309
BTN,2007,1324881877.57243
BOL,2007,22117185836.643
BIH,2007,14709558824.8469
BWA,2007,11630872553.1126
BRA,2007,1509031960316.93
VGB,2007,..
BRN,2007,13416151463.6479
BGR,2007,45639805260.6518
BFA,2007,7693530569.65392
BDI,2007,2075660260.38688
CPV,2007,1516838454.63714
KHM,2007,14260222987.8994
CMR,2007,23387803922.5771
CAN,2007,1384848127424.16
CYM,2007,4780025489.19621
CAF,2007,2011650635.80801
TCD,2007,10199036983.3526
CHI,2007,..
CHL,2007,184243394522.927
CHN,2007,5811552614974.09
COL,2007,213896316785.023
COM,2007,748145084.624578
COD,2007,23581424221.9288
COG,2007,7977183901.13328
CRI,2007,42836685662.1245
CIV,2007,29867049486.2231
HRV,2007,54817286358.3919
CUB,2007,70159041951.1157
CUW,2007,3026783234.53941
CYP,2007,20832674395.6686
CZE,2007,173973393346.007
DNK,2007,295540131122.49
DJI,2007,..
DMA,2007,558086829.799671
DOM,2007,49214666985.2049
ECU,2007,67564514887.9228
EGY,2007,244575133305.99
SLV,2007,20187974224.9399
GNQ,2007,12012844402.6491
ERI,2007,2164601595.02151
EST,2007,23520174236.2883
SWZ,2007,3194095189.73391
ETH,2007,28155292189.364
FRO,2007,..
FJI,2007,3791946770.36279
FIN,2007,244411266035.096
FRA,2007,2325232266328.63
PYF,2007,5767991632.3435
GAB,2007,10751534086.7123
GMB,2007,1125167625.04935
GEO,2007,11160245709.6589
DEU,2007,3174912263837.68
GHA,2007,28496442169.6902
GIB,2007,..
GRC,2007,264872706550.759
GRL,2007,2256367786.21633
GRD,2007,912620191.349021
GUM,2007,5186912647.86169
GTM,2007,48161370082.337
GIN,2007,6509469022.49636
GNB,2007,866938047.629768
GUY,2007,3316643991.45274
HTI,2007,12594064682.4783
HND,2007,16720989901.6315
HKG,2007,251557491446.259
HUN,2007,118574815857.973
ISL,2007,17278627869.9264
IND,2007,1273126725479.64
IDN,2007,558318040161.892
IRN,2007,379333424181.702
IRQ,2007,101232561440.969
IRL,2007,232482742331.818
IMN,2007,5358134429.26002
ISR,2007,230503919634.261
ITA,2007,2007108163772.48
JAM,2007,15497260153.2881
JPN,2007,4350758602405.54
JOR,2007,29270727368.8656
KAZ,2007,130657212992.82
KEN,2007,49824229272.6978
KIR,2007,146299917.53486
PRK,2007,..
KOR,2007,1187479862374.9
XKX,2007,..
KWT,2007,103108938573.596
KGZ,2007,4741693829.84541
LAO,2007,7879683723.91001
LVA,2007,28186253353.8682
LBN,2007,34777595316.005
LSO,2007,1811204148.77671
LBR,2007,2108270598.33452
LBY,2007,83709120342.1548
LIE,2007,..
LTU,2007,38417999935.5475
LUX,2007,53959794029.7992
MAC,2007,30408119660.3025
MDG,2007,9626649240.51396
MWI,2007,6044925172.60306
MYS,2007,209766600383.972
MDV,2007,2898626608.24578
MLI,2007,11347819622.1797
MLT,2007,7866987912.46552
MHL,2007,177100000
MRT,2007,4836326500.47834
MUS,2007,8928358886.09423
MEX,2007,1074439987409.3
FSM,2007,308634425.437735
MDA,2007,5985763886.4747
MCO,2007,5158500738.24534
MNG,2007,6254129712.42599
MNE,2007,3549312481.42045
MAR,2007,80164867241.3167
MOZ,2007,9410189984.44687
MMR,2007,31364521323.9023
NAM,2007,8049405616.20712
NRU,2007,42081044.9158016
NPL,2007,16963173094.5667
NLD,2007,744474740255.869
NCL,2007,..
NZL,2007,153806793428.762
NIC,2007,9362947172.55444
NER,2007,6120095511.70958
NGA,2007,309727563830.139
MKD,2007,8210598903.42197
MNP,2007,1185757575.75758
NOR,2007,358440508444.307
OMN,2007,53055456656.1063
PAK,2007,233449556918.441
PLW,2007,281625452.205012
PAN,2007,32682439429.3783
PNG,2007,13933462679.345
PRY,2007,25241738121.2303
PER,2007,125757364463.195
PHL,2007,201216639993.9
POL,2007,372083512402.176
PRT,2007,210643893867.297
PRI,2007,111022754694.512
QAT,2007,74235546523.6837
ROU,2007,156287689281.09
RUS,2007,1233894148246.74
RWA,2007,4747955680.84802
WSM,2007,720707093.19579
SMR,2007,1959331266.59585
STP,2007,198636586.369116
SAU,2007,474136491554.825
SEN,2007,13229850430.9674
SRB,2007,40091414081.4273
SYC,2007,1115022508.93326
SLE,2007,5017392581.4315
SGP,2007,211896059498.482
SXM,2007,..
SVK,2007,74013706023.7143
SVN,2007,43360927307.906
SLB,2007,915402123.41043
SOM,2007,3331221429.82663
ZAF,2007,297685145427.081
SSD,2007,..
ESP,2007,1236446314615.43
LKA,2007,52738458481.8031
KNA,2007,771029360.031988
LCA,2007,1702314784.0614
MAF,2007,..
VCT,2007,776274889.240281
SDN,2007,56466323951.3765
SUR,2007,4193569551.84687
SWE,2007,450654706998.622
CHE,2007,613559745174.533
SYR,2007,29481908620.0444
TJK,2007,4938871059.83241
TZA,2007,29439239572.2798
THA,2007,319452158416.903
TLS,2007,966550892.42635
TGO,2007,3736756295.1134
TON,2007,391246346.461651
TTO,2007,23142924113.2823
TUN,2007,38029929333.0918
TUR,2007,594767729617.936
TKM,2007,16330291193.8443
TCA,2007,984236608.008882
TUV,2007,31255417.4285027
UGA,2007,20299025448.8812
UKR,2007,117579433691.217
ARE,2007,292698220662.137
GBR,2007,2752283449984.53
USA,2007,16233167950743.9
URY,2007,40564924117.3376
UZB,2007,48026286798.048
VUT,2007,617745467.629451
VEN,2007,124335011742.635
VNM,2007,149615800998.365
VIR,2007,5373312166.48879
PSE,2007,8980800000
YEM,2007,54369170289.1837
ZMB,2007,12729507610.1931
ZWE,2007,12640170700.3122
AFE,2007,692549683213.31
AFW,2007,506837566927.576
ARB,2007,1941268003780.27
CSS,2007,57312641754.363
CEB,2007,1128875563363.61
EAR,2007,7409245216495.05
EAS,2007,15081906435413.1
EAP,2007,7340893448816.72
TEA,2007,7332004286790.38
EMU,2007,11577539085846.8
ECS,2007,19301210281097.9
ECA,2007,1106116568982.32
TEC,2007,2968779819474.78
EUU,2007,13190293140115.9
FCS,2007,1162860231135.7
HPC,2007,456602087729.976
HIC,2007,45301626116961.3
IBD,2007,17135811332167.6
IBT,2007,18630591437412.5
IDB,2007,748360136987.364
IDX,2007,746483917005.632
IDA,2007,1495024148871.06
LTE,2007,11864788345809.7
LCN,2007,4405476467591.08
LAC,2007,3802695631886.65
TLA,2007,4192600167906.53
LDC,2007,655898867357.044
LMY,2007,16367924402508.8
LIC,2007,317628084115.655
LMC,2007,3297112737837.47
MEA,2007,2737718670253.1
MNA,2007,1478185398497.24
TMN,2007,1469207833260.16
MIC,2007,16055772418519.1
NAC,2007,17626370919530.1
INX,2007,..
OED,2007,43394178863364.1
OSS,2007,111353812972.026
PSS,2007,7423860541.34983
PST,2007,41163496481987.7
PRE,2007,892953955029.586
SST,2007,176061509493.281
SAS,2007,1469218232477.34
TSA,2007,1469218232477.34
SSF,2007,1199247321252.23
SSA,2007,1170000577159.47
UMC,2007,12758687008020.2
WLD,2007,61823800945165.4
TSS,2007,1199247321252.23
Short definition,2007,Aggregation method
"Gross domestic product is the total income earned through the production of goods and services in an economic territory during an accounting period. It can be measured in three different ways: using either the expenditure approach, the income approach, or the production approach. This indicator is expressed in constant prices, meaning the series has been adjusted to account for price changes over time. The reference year for this adjustment is 2015. This indicator is expressed in United States dollars.",2007,Gap-filled total
AFG,2008,11060395115.6809
ALB,2008,9861658465.33864
DZA,2008,152065353506.518
ASM,2008,715126717.557252
AND,2008,3154035638.64466
AGO,2008,76802645840.5628
ATG,2008,1696776362.25323
ARG,2008,533491913656.279
ARM,2008,9697605816.5624
ABW,2008,3014457880.39871
AUS,2008,1136774249983.46
AUT,2008,366677269701.416
AZE,2008,41872616483.1256
BHS,2008,11578673030.5899
BHR,2008,25520789027.3601
BGD,2008,129513195397.247
BRB,2008,6514518116.50992
BLR,2008,49332527208.7462
BEL,2008,432478429044.827
BLZ,2008,1883373343.61685
BEN,2008,8704320326.21926
BMU,2008,8198943712.90485
BTN,2008,1384891723.57233
BOL,2008,23477060537.7352
BIH,2008,15510030554.8428
BWA,2008,12009117014.1882
BRA,2008,1585904997750.07
VGB,2008,..
BRN,2008,12892826165.4277
BGR,2008,48437323784.9572
BFA,2008,8139754707.2893
BDI,2008,2177549065.459
CPV,2008,1623608884.79583
KHM,2008,15326369460.3469
CMR,2008,24053813243.6522
CAN,2008,1398632992945.77
CYM,2008,4762941612.47161
CAF,2008,2052972574.3655
TCD,2008,10513288725.5159
CHI,2008,..
CHL,2008,191225100461.158
CHN,2008,6373544042638.01
COL,2008,220919487240.849
COM,2008,777806128.357449
COD,2008,25326856010.815
COG,2008,8480255108.6285
CRI,2008,44866362740.5382
CIV,2008,31295490700.8623
HRV,2008,55898760192.6292
CUB,2008,73047369063.91
CUW,2008,3093010555.65515
CYP,2008,21592439785.3329
CZE,2008,178518044754.249
DNK,2008,294307201413.926
DJI,2008,..
DMA,2008,597829935.171901
DOM,2008,50823044977.7376
ECU,2008,72000071699.6601
EGY,2008,262077623377.432
SLV,2008,20622904543.8145
GNQ,2008,14151023687.8999
ERI,2008,1952837971.21425
EST,2008,22314692031.2014
SWZ,2008,3240107842.57048
ETH,2008,31192831993.2611
FRO,2008,2166314314.46368
FJI,2008,3831109777.44242
FIN,2008,246328504349.487
FRA,2008,2334072135222.36
PYF,2008,5768381984.09947
GAB,2008,10395827037.7727
GMB,2008,1195557048.77095
GEO,2008,11430503827.9115
DEU,2008,3203102383827.36
GHA,2008,31103809332.791
GIB,2008,..
GRC,2008,265024939553.215
GRL,2008,2395498418.1565
GRD,2008,921267656.665568
GUM,2008,5292444949.95451
GTM,2008,49747576364.8647
GIN,2008,6778506429.10409
GNB,2008,906163311.064931
GUY,2008,3374858506.06674
HTI,2008,12928818990.6636
HND,2008,17428555328.7177
HKG,2008,256910422168.323
HUN,2008,119752782052.746
ISL,2008,17572297288.5175
IND,2008,1312424303406.43
IDN,2008,591893632243.067
IRN,2008,380285006935.854
IRQ,2008,109562085020.285
IRL,2008,222058051543.628
IMN,2008,5620683069.9188
ISR,2008,237930977208.346
ITA,2008,1986572667176.02
JAM,2008,15371463204.7905
JPN,2008,4297492743392.88
JOR,2008,31384186979.027
KAZ,2008,134968901021.859
KEN,2008,49939962360.0343
KIR,2008,141933258.226749
PRK,2008,..
KOR,2008,1223156560996.14
XKX,2008,4580661082.49863
KWT,2008,105665789636.507
KGZ,2008,5140072739.62985
LAO,2008,8496261313.36707
LVA,2008,27231101091.0587
LBN,2008,37931620043.7015
LSO,2008,1911244554.99023
LBR,2008,2258921103.43636
LBY,2008,83573471186.9254
LIE,2008,..
LTU,2008,39416661070.6359
LUX,2008,53797819880.8557
MAC,2008,31439719865.7318
MDG,2008,10272850829.8606
MWI,2008,6506741521.33369
MYS,2008,219902039818.778
MDV,2008,3158820509.47837
MLI,2008,11760733950.0728
MLT,2008,8213969014.31483
MHL,2008,163700000
MRT,2008,4820314428.25798
MUS,2008,9409326234.90993
MEX,2008,1084575522159.75
FSM,2008,300660891.653569
MDA,2008,6452653478.32394
MCO,2008,5197028095.39412
MNG,2008,6810770268.31901
MNE,2008,3794165363.21697
MAR,2008,84721870674.8237
MOZ,2008,10057425620.5829
MMR,2008,34581048770.7151
NAM,2008,8262699735.19694
NRU,2008,50497253.8989619
NPL,2008,17998713599.3171
NLD,2008,760233900200.237
NCL,2008,..
NZL,2008,152242519171.133
NIC,2008,9684631534.27819
NER,2008,6593265446.85522
NGA,2008,330679000570.779
MKD,2008,8659882989.55735
MNP,2008,1054496969.69697
NOR,2008,360167903328.752
OMN,2008,57803951303.0508
PAK,2008,238399717138.761
PLW,2008,266995277.665594
PAN,2008,36015209145.404
PNG,2008,13892155836.0293
PRY,2008,26881515165.6831
PER,2008,137234696225.05
PHL,2008,209958471374.167
POL,2008,388394800371.402
PRT,2008,211316368904.681
PRI,2008,108975346085.071
QAT,2008,87348184124.9853
ROU,2008,170834114652.888
RUS,2008,1298056264706.47
RWA,2008,5277886757.25615
WSM,2008,746336191.822415
SMR,2008,1949516207.02618
STP,2008,211009232.403659
SAU,2008,503713066804.231
SEN,2008,13719774159.3291
SRB,2008,42160489173.533
SYC,2008,1084627594.53557
SLE,2008,5202336667.33238
SGP,2008,215844707508.228
SXM,2008,..
SVK,2008,77983340266.5833
SVN,2008,44823161262.4126
SLB,2008,972394202.454103
SOM,2008,3554225115.76575
ZAF,2008,307184409060.741
SSD,2008,20185217785.8109
ESP,2008,1245931907237.16
LKA,2008,55876443247.647
KNA,2008,858287028.941268
LCA,2008,1786567823.16159
MAF,2008,..
VCT,2008,779416014.229364
SDN,2008,58638439292.8844
SUR,2008,4367326198.30964
SWE,2008,446494653686.263
CHE,2008,630788402145.885
SYR,2008,30801717185.314
TJK,2008,5329041788.19323
TZA,2008,31113277454.4947
THA,2008,324964940636.733
TLS,2008,1076687515.00565
TGO,2008,3887557323.6915
TON,2008,410272035.475128
TTO,2008,23927871251.383
TUN,2008,39641554633.3358
TUR,2008,600240295872.955
TKM,2008,18730843999.3395
TCA,2008,1065651608.31914
TUV,2008,33339111.9237362
UGA,2008,22066817213.6558
UKR,2008,120217318405.036
ARE,2008,302040668640.587
GBR,2008,2750923500693.34
USA,2008,16251606759787.8
URY,2008,43475921755.0631
UZB,2008,52362657563.9371
VUT,2008,652345340.748892
VEN,2008,130897232287.454
VNM,2008,158086705343.275
VIR,2008,5438792689.43436
PSE,2008,9648000000
YEM,2008,56352323545.813
ZMB,2008,13719086269.626
ZWE,2008,10406779091.4808
AFE,2008,723281777591.992
AFW,2008,538316294768.487
ARB,2008,2049419151996.29
CSS,2008,58286765266.899
CEB,2008,1173604781530.76
EAR,2008,7667585684299.49
EAS,2008,15750510901588
EAP,2008,7975794666736.32
TEA,2008,7966102485629.78
EMU,2008,11625068501355.4
ECS,2008,19499003742611.6
ECA,2008,1140341925834.61
TEC,2008,3101963189542.96
EUU,2008,13271807422071.9
FCS,2008,1221794903383.8
HPC,2008,482266795077.352
HIC,2008,45613841648602.9
IBD,2008,18153523135867.7
IBT,2008,19723773684168.4
IDB,2008,779617126605.134
IDX,2008,790715526865.702
IDA,2008,1570299389421.72
LTE,2008,12690208193885.4
LCN,2008,4568072565555.12
LAC,2008,3944475409415.01
TLA,2008,4354280178005.87
LDC,2008,698232322106.642
LMY,2008,17340620891413
LIC,2008,333469918631.605
LMC,2008,3448456414141.73
MEA,2008,2857536038126.45
MNA,2008,1529379152101.53
TMN,2008,1519734058418.89
MIC,2008,17012617647383.3
NAC,2008,17658438696446.5
INX,2008,..
OED,2008,43565946490059
OSS,2008,112354516228.374
PSS,2008,7569360411.97088
PST,2008,41313697904028.5
PRE,2008,949983955644.556
SST,2008,178187790436.985
SAS,2008,1520356367883.69
TSA,2008,1520356367883.69
SSF,2008,1261598072360.48
SSA,2008,1229320612772.68
UMC,2008,13564184505638.1
WLD,2008,63117398807667
TSS,2008,1261598072360.48
Short definition,2008,Statistical concept and methodology
"Gross domestic product is the total income earned through the production of goods and services in an economic territory during an accounting period. It can be measured in three different ways: using either the expenditure approach, the income approach, or the production approach. This indicator is expressed in constant prices, meaning the series has been adjusted to account for price changes over time. The reference year for this adjustment is 2015. This indicator is expressed in United States dollars.",2008,"Methodology: National accounts are compiled in accordance with international standards: System of National Accounts, 2008 or 1993 versions. Specific information on how countries compile their national accounts can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The conceptual elements of the SNA (System of National Accounts) measure what takes place in the economy, between which agents, and for what purpose. At the heart of the SNA is the production of goods and services. These may be used for consumption in the period to which the accounts relate or may be accumulated for use in a later period. In simple terms, the amount of value added generated by production represents GDP. The income corresponding to GDP is distributed to the various agents or groups of agents as income and it is the process of distributing and redistributing income that allows one agent to consume the goods and services produced by another agent or to acquire goods and services for later consumption. The way in which the SNA captures this pattern of economic flows is to identify the activities concerned by recognizing the institutional units in the economy and by specifying the structure of accounts capturing the transactions relevant to one stage or another of the process by which goods and services are produced and ultimately consumed."
AFG,2009,13426272073.2398
ALB,2009,10127011190.7491
DZA,2009,153890137748.132
ASM,2009,685329770.992367
AND,2009,2986781968.80057
AGO,2009,78335311067.8479
ATG,2009,1493793051.15554
ARG,2009,501917060966.235
ARM,2009,8330243396.35924
ABW,2009,2662437285.4367
AUS,2009,1158996461663.32
AUT,2009,353527252121.64
AZE,2009,45795872374.3607
BHS,2009,11095213868.3034
BHR,2009,26168987898.7969
BGD,2009,136047297736.462
BRB,2009,6187666802.7612
BLR,2009,49431189910.8575
BEL,2009,424233482718.834
BLZ,2009,1874960133.39346
BEN,2009,8906198943.30981
BMU,2009,7737613934.72433
BTN,2009,1491078191.02509
BOL,2009,24265185360.0464
BIH,2009,15044038582.7515
BWA,2009,10310519328.3503
BRA,2009,1583909738906.86
VGB,2009,..
BRN,2009,12647829762.7913
BGR,2009,46816058020.3321
BFA,2009,8380850241.73524
BDI,2009,2260014499.81439
CPV,2009,1599196517.15668
KHM,2009,15950885068.8658
CMR,2009,24674221649.2686
CAN,2009,1357861635362.94
CYM,2009,4419986821.73072
CAF,2009,2229266675.80904
TCD,2009,10365231906.8954
CHI,2009,10650550531.1342
CHL,2009,189087132632.604
CHN,2009,6972829250985.1
COL,2009,223437193184.792
COM,2009,803011729.191202
COD,2009,25470074710.6773
COG,2009,9467126891.81813
CRI,2009,44474474828.8682
CIV,2009,32423167866.6818
HRV,2009,52090762145.947
CUB,2009,74107509498.1477
CUW,2009,3076577135.63657
CYP,2009,21157334409.9038
CZE,2009,169952170270.619
DNK,2009,279666951317.258
DJI,2009,..
DMA,2009,591040072.975893
DOM,2009,51333030311.777
ECU,2009,72785601820.191
EGY,2009,274326082658.196
SLV,2009,20188015254.5251
GNQ,2009,14341122354.4363
ERI,2009,2028539764.99879
EST,2009,19050002927.2983
SWZ,2009,3286542195.57087
ETH,2009,33938597623.7578
FRO,2009,2067675562.88792
FJI,2009,3778009151.30614
FIN,2009,226434937568.653
FRA,2009,2268145064848.79
PYF,2009,5524299140.06103
GAB,2009,10409376035.5652
GMB,2009,1275249585.58493
GEO,2009,11013204446.9733
DEU,2009,3025504625850.04
GHA,2009,32610629348.5193
GIB,2009,..
GRC,2009,254107830646.221
GRL,2009,2416242292.49697
GRD,2009,860341634.562189
GUM,2009,5315662056.41492
GTM,2009,49984821614.6264
GIN,2009,6702408065.67158
GNB,2009,928345745.452418
GUY,2009,3496741806.93763
HTI,2009,13690375422.772
HND,2009,17004757718.2843
HKG,2009,250592602004.157
HUN,2009,111681245651.521
ISL,2009,16110024870.5029
IND,2009,1415605643155.69
IDN,2009,619291626017.383
IRN,2009,384115942794.318
IRQ,2009,113264515567.212
IRL,2009,210742455593.378
IMN,2009,5738717429.66488
ISR,2009,240875924092.824
ITA,2009,1881181927615.29
JAM,2009,14703526728.5078
JPN,2009,4052826324003.77
JOR,2009,32960837541.5358
KAZ,2009,136588527833.35
KEN,2009,51591446859.569
KIR,2009,142695157.652513
PRK,2009,..
KOR,2009,1233184753860.86
XKX,2009,4811290686.57684
KWT,2009,98188818733.8474
KGZ,2009,5288430380.28424
LAO,2009,9133631713.05317
LVA,2009,22863227157.4637
LBN,2009,41812842419.7439
LSO,2009,1887282177.32009
LBR,2009,2378656131.45291
LBY,2009,79896086548.9669
LIE,2009,..
LTU,2009,33567775753.9873
LUX,2009,52055333192.7004
MAC,2009,31847926733.5328
MDG,2009,9864124029.23054
MWI,2009,7048630103.04233
MYS,2009,216573759299.08
MDV,2009,2895352810.97153
MLI,2009,12402250894.7002
MLT,2009,8099363633.43337
MHL,2009,169700000
MRT,2009,4825032355.07832
MUS,2009,9721252644.58154
MEX,2009,1016298775551.17
FSM,2009,303963551.240374
MDA,2009,6065494252.61994
MCO,2009,4607841717.87684
MNG,2009,6724368909.15607
MNE,2009,3566726069.75668
MAR,2009,87895356582.8232
MOZ,2009,10653727556.9369
MMR,2009,38229352561.5845
NAM,2009,8287154923.12437
NRU,2009,47691850.9045751
NPL,2009,18814609456.1982
NLD,2009,732369119343.411
NCL,2009,..
NZL,2009,152185479818.28
NIC,2009,9365749046.00831
NER,2009,6722664934.31258
NGA,2009,357255424171.356
MKD,2009,8628827362.55974
MNP,2009,869187878.787879
NOR,2009,353179332378.308
OMN,2009,61261764565.2408
PAK,2009,246678267936.347
PLW,2009,249543075.907017
PAN,2009,36595725399.5183
PNG,2009,14836880985.9851
PRY,2009,26811317495.2224
PER,2009,138738546494.974
PHL,2009,212999348337.291
POL,2009,398551823849.317
PRT,2009,204718906458.637
PRI,2009,106847683983.96
QAT,2009,97792023154.8808
ROU,2009,161409698529.133
RUS,2009,1196807955075.78
RWA,2009,5607662712.73541
WSM,2009,742293455.836928
SMR,2009,1748307485.8479
STP,2009,217977600.590737
SAU,2009,498339873323.225
SEN,2009,14097356679.2382
SRB,2009,40835549106.7566
SYC,2009,1057735598.8393
SLE,2009,5281974205.57014
SGP,2009,216120888113.033
SXM,2009,1257551799.47476
SVK,2009,73690093871.6194
SVN,2009,41420820595.9101
SLB,2009,1000251965.11083
SOM,2009,3792157453.24222
ZAF,2009,302459639039.778
SSD,2009,21202884179.2359
ESP,2009,1198983535018.34
LKA,2009,57853861432.6254
KNA,2009,829064585.832369
LCA,2009,1736027614.08199
MAF,2009,..
VCT,2009,768674152.560189
SDN,2009,57015500648.426
SUR,2009,4498944263.51763
SWE,2009,427493565399.86
CHE,2009,616296830083.857
SYR,2009,32622727886.4047
TJK,2009,5536874479.12428
TZA,2009,32752668789.9028
THA,2009,322720673508.111
TLS,2009,1185938474.0377
TGO,2009,4099577351.44505
TON,2009,389228451.705693
TTO,2009,22877023931.3411
TUN,2009,40848025576.8668
TUR,2009,570932398858.345
TKM,2009,19873425504.8127
TCA,2009,857314089.296143
TUV,2009,31255417.4285027
UGA,2009,23567695614.7273
UKR,2009,102020662582.215
ARE,2009,286204912265.895
GBR,2009,2624727410659.64
USA,2009,15832884074310.8
URY,2009,45320819970.7986
UZB,2009,56578340212.8329
VUT,2009,672159048.88298
VEN,2009,126705506739.332
VNM,2009,166620063722.291
VIR,2009,5080115795.09071
PSE,2009,10477100000
YEM,2009,58531033711.6239
ZMB,2009,14984033821.7868
ZWE,2009,11787972496.3516
AFE,2009,729932157169.629
AFW,2009,571375328551.058
ARB,2009,2062704453301.67
CSS,2009,56309491917.4226
CEB,2009,1131093678773.15
EAR,2009,7717194583486.49
EAS,2009,16163819443094.3
EAP,2009,8615137388310.97
TEA,2009,8604622570369.36
EMU,2009,11103943851471.5
ECS,2009,18634891371465.7
ECA,2009,1100468107231.29
TEC,2009,2956144404851.8
EUU,2009,12699515364509.5
FCS,2009,1249943002100.57
HPC,2009,499023707558.892
HIC,2009,44086964954450.4
IBD,2009,18659467398015.3
IBT,2009,20308546456825.9
IDB,2009,825472523279.372
IDX,2009,823711595841.54
IDA,2009,1649163610482.68
LTE,2009,13164997138201.1
LCN,2009,4462729674758.82
LAC,2009,3848871193245.23
TLA,2009,4251831633496.23
LDC,2009,727745612083.773
LMY,2009,18036780860264.2
LIC,2009,344433153791.566
LMC,2009,3654204746731.9
MEA,2009,2889490672126.69
MNA,2009,1572672511039.42
TMN,2009,1562197712040.12
MIC,2009,17697912447959.3
NAC,2009,17198483323608.5
INX,2009,..
OED,2009,42093300373931.7
OSS,2009,106589821725.358
PSS,2009,7526790787.42346
PST,2009,39921039307591.9
PRE,2009,996002673592.935
SST,2009,170420125495.893
SAS,2009,1632707842782.97
TSA,2009,1632707842782.97
SSF,2009,1301307485720.69
SSA,2009,1266311152498.09
UMC,2009,14043762894103.2
WLD,2009,62285101784074.8
TSS,2009,1301307485720.69
Short definition,2009,Development relevance
"Gross domestic product is the total income earned through the production of goods and services in an economic territory during an accounting period. It can be measured in three different ways: using either the expenditure approach, the income approach, or the production approach. This indicator is expressed in constant prices, meaning the series has been adjusted to account for price changes over time. The reference year for this adjustment is 2015. This indicator is expressed in United States dollars.",2009,"This indicator is related to the national accounts, which are critical for understanding and managing a country's economy. They provide a framework for the analysis of economic performance. National accounts are the basis for estimating the Gross Domestic Product (GDP) and Gross National Income (GNI), which are the most widely used indicator of economic performance. They are essential for government policymakers, providing the data needed to design and assess fiscal and monetary policies; and are also used by businesses and investors to assess the economic climate and make investment decisions. NAS enable comparison between economies, which is crucial for international trade, investment decisions, and economic competitiveness. More specifically, this indicator is related to national accounts aggregates. Gross Domestic Product (GDP), Gross National Income (GNI), and other aggregates provide a snapshot of the size and health of an economy by measuring the total economic activity within a country. They can thus be used by policymakers to design and implement economic policies, as they reflect the overall economic performance and can indicate the need for intervention in certain areas. Aggregates also allow for comparisons between different economies, which can be useful for trade negotiations, investment decisions, and economic benchmarking. By examining aggregates over time, economists and analysts can identify trends, cycles, and potential areas of concern within an economy, and investors can use national accounts aggregates to assess the potential risks and returns of investing in a particular country. Overall, national accounts aggregates are fundamental tools for economic analysis, policy formulation, and decision-making at both the national and international levels."
AFG,2010,15354612541.5059
ALB,2010,10428102872.2706
DZA,2010,161276864361.482
ASM,2010,687384732.824428
AND,2010,2927794279.37554
AGO,2010,82482120582.925
ATG,2010,1376672104.84443
ARG,2010,552738161802.463
ARM,2010,8513508751.09706
ABW,2010,2589660712.61171
AUS,2010,1184610839239.74
AUT,2010,359922497999.326
AZE,2010,47988959988.6111
BHS,2010,11265931761.9405
BHR,2010,27303230073.1892
BGD,2010,143627564998.204
BRB,2010,6050442244.32578
BLR,2010,53262115569.3291
BEL,2010,435731531598.616
BLZ,2010,1901536024.42607
BEN,2010,9094481753.64081
BMU,2010,7543950875.42882
BTN,2010,1668991759.59852
BOL,2010,25266542246.0612
BIH,2010,15174269895.7758
BWA,2010,11353915357.5123
BRA,2010,1703150040806.99
VGB,2010,..
BRN,2010,12994552864.5932
BGR,2010,47544216166.3084
BFA,2010,9088720451.70527
BDI,2010,2375133693.99181
CPV,2010,1628564468.24228
KHM,2010,16760698493.0409
CMR,2010,25389533434.6495
CAN,2010,1399830508940.89
CYM,2010,4299956032.00849
CAF,2010,2332499967.93604
TCD,2010,11782555814.4129
CHI,2010,10266424333.8754
CHL,2010,200151851762.225
CHN,2010,7711689202853.29
COL,2010,233479933032.173
COM,2010,833348554.386726
COD,2010,27467694662.4827
COG,2010,10407332392.13
CRI,2010,46858459461.2317
CIV,2010,34643522418.9356
HRV,2010,51394805225.024
CUB,2010,75878940053.321
CUW,2010,3079109361.94443
CYP,2010,21640286747.1052
CZE,2010,174565802522.079
DNK,2010,284093791186.593
DJI,2010,..
DMA,2010,590415870.485502
DOM,2010,55645592832.7047
ECU,2010,75718234074.2169
EGY,2010,288446290408.139
SLV,2010,20622904543.8145
GNQ,2010,13061295371.1388
ERI,2010,2073049788.74561
EST,2010,19516680413.329
SWZ,2010,3412233861.45679
ETH,2010,38198074328.8086
FRO,2010,2059822159.10004
FJI,2010,3889636945.80504
FIN,2010,233609048324.553
FRA,2010,2313515332182.54
PYF,2010,5388066377.2296
GAB,2010,11147389066.6347
GMB,2010,1350595613.51288
GEO,2010,11701134202.5253
DEU,2010,3150598283304.25
GHA,2010,35186775129.0417
GIB,2010,..
GRC,2010,239639588360.141
GRL,2010,2458184031.69379
GRD,2010,855944031.100456
GUM,2010,5435968880.80073
GTM,2010,51426471557.3669
GIN,2010,7025019105.91374
GNB,2010,980382895.434522
GUY,2010,3641452424.56855
HTI,2010,12916662276.64
HND,2010,17639229093.9667
