Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
GDP (constant 2015 US$),NY.GDP.MKTP.KD,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8738203074.3957,..,..,..,..,..
GDP (constant 2015 US$),NY.GDP.MKTP.KD,New Zealand,NZL,119024733715.31,123084659196.388,128886227124.252,134980022138.236,140497957984.618,145208752801.012,149245237527.889,153806793428.762,152242519171.133,152185479818.28,154405312544.983,157637781921.494,161367975232.595,165546666710.166,171881119396.758,178224167087.99,184959455627.068,191208740301.496,197844796498.754,202429793153.827,201807833897.729
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Nicaragua,NIC,7324881903.35865,7541760192.38638,7598620454.41747,7790161379.81727,8203988039.95305,8555315487.40164,8910613085.37027,9362947172.55444,9684631534.27819,9365749046.00831,9778787862.00226,10396483140.3717,11071852873.3639,11617373486.8649,12173318263.9174,12756696261.0676,13338803114.2245,13956550774.5717,13487142194.6088,13096437236.4148,12803529948.2066
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Niger,NER,4522117708.50312,4850791323.99035,5089376067.96136,5199846593.3602,5218763717.35798,5601396628.31908,5933618261.55882,6120095511.70958,6593265446.85522,6722664934.31258,7299346341.92573,7471447186.58798,8259606009.352,8698614858.59842,9276388744.59484,9683867926.44282,10239808436.9433,10752347793.0235,11527744540.163,12212475570.6373,12646096746.8881
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Nigeria,NGA,179675448843.374,190308075297.966,219480696548.007,235606371240.502,257401275803.762,273974099482.935,290575362867.503,309727563830.139,330679000570.779,357255424171.356,385856064172.786,406337011591.35,423525315758.055,451780110046.799,480286163931.15,493026682800.63,485055087455.821,488964081500.903,498365674277.734,509371727735.744,476930359891.946
GDP (constant 2015 US$),NY.GDP.MKTP.KD,North Macedonia,MKD,6653275727.54115,6449202687.04079,6545532200.7983,6691013307.97393,7003757263.7722,7334620965.18469,7711402289.66945,8210598903.42197,8659882989.55735,8628827362.55974,8918648175.61246,9127334379.6944,9085697011.49163,9351477059.69398,9690853712.45803,10064519962.5655,10351178142.8536,10463154366.0785,10764555646.4726,11185494933.6944,10661068595.4055
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Northern Mariana Islands,MNP,..,..,1607115151.51515,1612630303.0303,1562993939.39394,1364448484.84848,1270690909.09091,1185757575.75758,1054496969.69697,869187878.787879,881321212.121212,816242424.242424,822860606.060606,844921212.121212,880218181.818182,910000000,1175830303.0303,1448278787.87879,1165903030.30303,1032436363.63636,732412121.212121
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Norway,NOR,304696827580.115,310995308438.91,315279446147.563,318258551154.607,331035320834.205,339924026052.237,348291164569.533,358440508444.307,360167903328.752,353179332378.308,355959036888.204,359894719457.521,369676511271.49,373433130118.312,381081533571.259,388159512245.53,392680500171.757,402355151331.034,405690399924.369,410249333418.695,405005642242.722
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Oman,OMN,45372727044.5609,47465846485.9487,47093635557.5669,46060087700.6298,46977841907.6213,48283564529.379,50538317581.1033,53055456656.1063,57803951303.0508,61261764565.2408,62776154506.6944,64593279186.5623,70318260489.7491,73994291063.383,74950483987.1606,78710793237.9714,82682873555.7961,82934277088.5646,84001727416.2074,83053651985.4157,80246670660.8581
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Pakistan,PAK,162552194688.572,168487544527.033,172859487443.654,182196165734.208,196464413110.888,210760292372.08,223514741630.685,233449556918.441,238399717138.761,246678267936.347,250382678707.751,257093227079.837,264876940258.885,276443758787.987,287823367553.405,299963590534.773,319682711890.74,333853050597.697,354390697428.203,363242090361.647,358614068499.253
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Palau,PLW,236780563.408324,254174212.022669,266158469.41552,260495247.76016,269540972.49859,277316763.958537,277949312.163653,281625452.205012,266995277.665594,249543075.907017,242946999.617743,255317876.001409,259543766.67708,252919480.330118,265990771.287714,287057525.634766,290866364.105097,282170906.738952,278660962.692401,277652130.171489,258570955.305441
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Panama,PAN,20639538974.0522,20835595580.2716,21358328188.2411,22446932303.4442,24282115712.163,26291748099.167,28883388478.0758,32682439429.3783,36015209145.404,36595725399.5183,38818327773.9434,43441154768.9962,47623362260.1488,50635232150.0252,52977523729.7984,55767806073.1781,58317491742.8782,61667283149.9355,64083529457.2571,66072084910.0035,54297226728.12
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Papua New Guinea,PNG,11016425270.6953,11003063602.1014,10985579675.3822,11223318880.0206,11528725110.7168,12260199191.5266,12923469113.2424,13933462679.345,13892155836.0293,14836880985.9851,16339627662.3714,16520596167.0901,17289980088.7062,17951312547.2223,20382597142.1943,21723437010.0982,22915960976.066,23725951011.6612,23659695751.3327,24719771866.5529,23936789891.162
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Paraguay,PRY,20783433276.2582,20610088070.7157,20605676606.0555,21495995447.7717,22368177914.5163,22845400902.1627,23943606096.6681,25241738121.2303,26881515165.6831,26811317495.2224,29786095177.4612,31062837784.856,30842899501.4341,33400724748.6301,35171376876.6336,36211447840.1027,37756961788.4736,39573101423.9484,40841122661.1912,40677000526.5933,40343536418.8014
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Peru,PER,87409379264.7108,87949475111.0632,92745825187.2292,96608710264.5646,101398766434.291,107771740073.589,115885765581.756,125757364463.195,137234696225.05,138738546494.974,150298879148.001,159808578409.161,169620385179.423,179547449111.361,183824551906.256,189802976285.619,197306492869.139,202276318741.548,210305376512.78,215017545590.315,191509018299.917
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Philippines,PHL,142796015521.852,147150196386.034,152618672919.07,160382249186.079,170918125627.487,179365762735.543,188901594317.393,201216639993.9,209958471374.167,212999348337.291,228621785456.625,237442546234.973,253818843989.004,270952964501.391,288153024771.696,306445871242.322,328355086268.976,351113338965.581,373379140695.818,396224439236.642,358510629276.391
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Poland,POL,283174187558.032,286667833930.23,292117946677.278,302410346199.761,317805438387.054,328168510412.522,348521872927.444,372083512402.176,388394800371.402,398551823849.317,411181642127.603,432791139408.41,439333996551.267,442340098156.254,459682079851.439,480054118583.367,494605411858.337,520089746650.75,552573816155.989,577884228677.544,566120997479.772
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Portugal,PRT,193677420299.115,197441874347.86,198964002685.767,197112600768.677,200638423891.103,202207110531.023,205493047516.038,210643893867.297,211316368904.681,204718906458.637,208276152407.912,204707283345.749,196414790526.28,194481859660.111,195923731482.461,199038523119.639,203027536357.754,209757330876.906,215937376369.165,221866335067.158,203663019645.466
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Puerto Rico (US),PRI,99578589112.8593,105865455033.218,106835668972.022,106892740374.551,116244440860.349,113934735057.689,112328922886.154,111022754694.512,108975346085.071,106847683983.96,106406131528.656,106024654228.865,106055693105.528,105730285957.27,104471711252.84,103375500000,102069149649.478,99124231779.4147,94801000739.6964,96389357184.3707,92359439312.9166
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Qatar,QAT,33690588603.2193,35003910634.6135,37517944590.3984,38913596625.4518,46392367816.5645,49868435891.5076,62919128076.2528,74235546523.6837,87348184124.9853,97792023154.8808,116951606956.59,132594158696.499,138865975290.062,146581512800.909,154400671412.79,161739835164.835,166695713593.11,164199341779.27,166226927746.608,167370994374.124,161416766491.661
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Romania,ROU,102548919722.127,107900062083.039,114053593614.452,116723756275.208,128895841498.556,134912890211.095,145744791283.304,156287689281.09,170834114652.888,161409698529.133,155105339843.99,162078238594.701,165163587446.019,165624017079.639,172441103432.375,177885131240.315,182972525962.275,197967999561.02,208647427408.285,216910469745.256,209105975817.662
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Russian Federation,RUS,780432873752.842,820235350096.64,858786345187.109,921477339133.556,987823227180.876,1051043572407.72,1137229862730.35,1233894148246.74,1298056264706.47,1196807955075.78,1250664313044.7,1304443243520.47,1356935163515.02,1380755103919.45,1390921151162.46,1363482182197.71,1366123111808.03,1391065651845.68,1430116278515.49,1461551317106.21,1422766794794.99
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Rwanda,RWA,2738155708.93407,2970476182.30558,3362343587.30108,3436395422.55803,3692326723.15976,4038589400.18749,4411233104.10076,4747955680.84802,5277886757.25615,5607662712.73541,6018965507.59309,6497978178.31424,7059501492.72193,7392699272.95995,7848619320.21664,8543760199.80208,9053886356.47148,9408633100.29498,10209916254.6891,11174486370.4509,10797494124.6384
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Samoa,WSM,535129944.383763,574676737.921687,607157232.67461,638806086.213381,658527692.510763,702248686.864592,717221521.755092,720707093.19579,746336191.822415,742293455.836928,787756851.010821,818078226.23594,787546481.622133,788391466.046139,793594248.721633,824150498.653536,889949544.378272,902464748.18719,896962897.99084,936894420.746212,907769700.504801
GDP (constant 2015 US$),NY.GDP.MKTP.KD,San Marino,SMR,1495569701.92883,1578997708.27105,1583905238.05588,1645249360.36634,1720089189.58509,1761803192.7562,1829281727.29769,1959331266.59585,1949516207.02618,1748307485.8479,1652610655.04359,1515199821.06818,1408461048.24799,1397419106.23211,1387604046.66243,1419401070.56043,1452677592.44342,1456429357.00178,1478187032.62147,1508721722.60406,1408423247.99647
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Sao Tome and Principe,STP,138248376.950013,142484974.901201,147272738.169326,159483885.915675,165126275.794519,176048759.302531,191657434.828232,198636586.369116,211009232.403659,217977600.590737,221134908.544338,225556350.897449,232194345.227845,244081946.538405,256057120.595489,259999643.047388,273459368.754364,284706696.977306,297171520.830854,303157496.465873,311114954.79799
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Saudi Arabia,SAU,359919640768.117,361159899361.903,358673710260.03,390124853185.866,423796550560.486,448990815757.244,463868057904.565,474136491554.825,503713066804.231,498339873323.225,523453786400.721,585005778521.172,618711318317.787,636936313349.28,662570908159.594,693414400000,705230509999.152,713567089638.542,736593549189.516,748759049109.6,720270347023.097
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Senegal,SEN,10450471990.9721,10900976316.0181,10908464913.3606,11518679089.4187,12053525217.1809,12573060904.8807,12866110160.1646,13229850430.9674,13719774159.3291,14097356679.2382,14575382431.8826,14769831308.7257,15361066998.8901,15731635117.4164,16710783797.4248,17774766696.1759,18904543055.8656,20304894471.3123,21565674310.7132,22560634320.127,22863414676.2849
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Serbia,SRB,26625555756.526,28430375122.4264,30290019038.036,31671150000.8568,33788958112.2477,35783687980.3426,37179490290.6082,40091414081.4273,42160489173.533,40835549106.7566,41493398701.5159,41515918199.5454,41331605760.2741,41518250531.7903,40769149019.8676,41297410634.9586,42526090399.794,43531153349.2666,45555069182.0072,47719029694.9033,47265687464.123
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Seychelles,SYC,949537227.205275,927971690.1167,939226436.101185,883932969.017981,858736866.549886,936072662.702788,1024120860.74662,1115022508.93326,1084627594.53557,1057735598.8393,1105387984.2341,1210507986.73155,1248162998.34204,1263811654.24036,1315169064.95728,1432403352.12944,1605975218.58763,1717657339.98638,1802500555.76177,1901895701.03715,1678615792.63838
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Sierra Leone,SLE,3217030909.61881,3012895640.5399,3812040149.67774,4173559981.29382,4443958500.36539,4637426225.10187,4836052320.36646,5017392581.4315,5202336667.33238,5281974205.57014,5617678842.06416,6072747634.58121,6715143020.4477,7699806185.67422,7098065167.70102,6788352974.78329,7225348888.80731,7457128029.04966,7672926606.69678,8095145458.32686,7993685031.06354
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Singapore,SGP,140533304238.721,139028385430.873,144482970559.889,151054425108.65,166069208808.394,178302402123.907,194361682395.941,211896059498.482,215844707508.228,216120888113.033,247501100140.018,262883130580.256,274543305511.611,287769788882.221,299095084828.978,307998545269.398,319541032495.045,333846562289.746,345370865382.867,349888458531.086,336541232520.503
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,1257551799.47476,1297793365.1585,1357491904.26446,1376368434.1966,1394353867.67664,1416389988.22102,1417888715.0838,1431610451.70303,1323735540.53767,1232967219.66025,1368162086.82719,1185966832.34776
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Slovak Republic,SVK,48483456226.779,49901675269.4696,52105958758.2435,54636588083.9574,57581226217.4214,61315329710.646,66788144152.8851,74013706023.7143,77983340266.5833,73690093871.6194,78694079820.7688,80710556384.8384,81977043067.5237,82553606913.1151,84789118561.7889,89178548717.3324,90915584911.6973,93529165482.8938,97328432250.4869,99543529164.3085,96969818857.1148
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Slovenia,SVN,32113425072.0193,33021812643.9619,34105781287.8601,35195471631.5843,36795465565.4736,38213609800.3921,40471568430.3753,43360927307.906,44823161262.4126,41420820595.9101,41881476947.431,42155984116.073,40926910455.6051,40589764218.782,41711191731.4298,42709468274.8137,44005450729.606,46282469720.8281,48309217703.4135,50002578162.6734,47959972369.9892
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Solomon Islands,SLB,769815582.866258,708564389.239921,688724707.61448,733653435.607267,790024731.941432,848163277.481457,883254017.822883,915402123.41043,972394202.454103,1000251965.11083,1097358149.86722,1178894466.85833,1207965042.16349,1271231571.58946,1286352300.29305,1307908813.59962,1380562408.99877,1423021077.98042,1462095137.08983,1487670872.02155,1437368862.92689
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Somalia, Fed. Rep.",SOM,2059706442.19268,2206158044.12531,2374493799.80391,2555674023.59433,2737390479.44358,2932027546.4602,3122209723.10745,3331221429.82663,3554225115.76575,3792157453.24222,4046017818.73357,4316872490.49444,4605859127.18469,5110628982.78701,5569461554.68169,6152149099.99942,6584944951.37229,7555288980.07721,7710498420.37301,7926418061.75135,7707287719.38597
GDP (constant 2015 US$),NY.GDP.MKTP.KD,South Africa,ZAF,221691970228.101,227677653424.683,236102579035.79,243065422272.369,254135982543.496,267546870424.295,282539679229.874,297685145427.081,307184409060.741,302459639039.778,311653604140.269,321528523981.702,329233094599.263,337416077838.151,342186555600.731,346709790458.563,349013858372.625,353055253707.071,358551560868.533,359483563936.676,337307318679.639
GDP (constant 2015 US$),NY.GDP.MKTP.KD,South Sudan,SSD,..,..,..,..,..,..,..,..,20185217785.8109,21202884179.2359,22367646895.0144,21329717232.6938,11500530835.4315,13010519613.8763,13449448810.7001,11997800760.2242,..,..,..,..,..
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Spain,ESP,977964704474.031,1016292009754.12,1044295490089.67,1074990358774.14,1108471271904.22,1147835587310.16,1194247574981.13,1236446314615.43,1245931907237.16,1198983535018.34,1200112046037.65,1192432281393.69,1158267740898.69,1141735527746.35,1159095455877.44,1206164777553.12,1241326362266.48,1277275696051.09,1307871701701.25,1333521400432.69,1187633217292.02
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Sri Lanka,LKA,37755216046.2078,37171743866.5487,38645482957.365,40941128631.5337,43170398173.7749,45864985657.2719,49382046637.8596,52738458481.8031,55876443247.647,57853861432.6254,62491408087.6686,67909090095.7458,73771125924.0275,76760144811.4596,81655890649.0473,85090301052.0465,89390445684.9413,95165677467.0656,97364084798.8326,97149412680.2905,92656723482.0524
GDP (constant 2015 US$),NY.GDP.MKTP.KD,St. Kitts and Nevis,KNA,635237944.035906,668609850.727648,677754528.432512,651095766.645498,677115810.577404,743018278.372433,766426186.524481,771029360.031988,858287028.941268,829064585.832369,828615280.858431,842010736.012811,835799755.490721,883668355.018065,950623606.036342,957222222.222222,994866931.117104,997065001.528822,1017041453.06618,1046924638.78381,886725390.821136
GDP (constant 2015 US$),NY.GDP.MKTP.KD,St. Lucia,LCA,1459098899.46569,1409371875.70461,1415241211.82979,1475595751.12365,1582833327.62538,1576338887.67283,1673997137.54872,1702314784.0614,1786567823.16159,1736027614.08199,1741756827.17338,1817121648.89295,1815145417.37838,1782131987.48386,1805800308.13675,1807640740.74074,1869604354.17882,1932793731.46772,1988589215.44077,1974662679.79464,1493605760.01109
GDP (constant 2015 US$),NY.GDP.MKTP.KD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (constant 2015 US$),NY.GDP.MKTP.KD,St. Vincent and the Grenadines,VCT,575442357.828232,585502419.631668,616780702.911886,658051576.157716,685128416.494525,702178229.987386,751309123.00666,776274889.240281,779416014.229364,768674152.560189,734310821.044753,729858865.987443,738391734.91399,756574514.514743,765242794.423219,786555555.555555,819195102.035842,831877075.602191,858294259.20171,864031342.481725,827146498.160775
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Sudan,SDN,37610270337.133,40055073506.847,42460970095.8851,45131259048.7124,47451406763.008,50129334265.0222,53403487491.79,56466323951.3765,58638439292.8844,57015500648.426,59215296613.7581,57312394053.386,47566600027.2224,48496595854.7667,50757206252.6521,51726758676.7677,53520457581.1072,53900054790.1369,52455031754.9093,51312429477.3951,49449890489.355
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Suriname,SUR,2921018934.53474,3043701742.07788,3128925411.81216,3326047695.01974,3608761755.24276,3771156041.83844,3989639610.76687,4193569551.84687,4367326198.30964,4498944263.51763,4731486826.19641,5008248887.00011,5142988298.24504,5293854859.13611,5307380818.79212,5126237646.22072,4874454256.1508,4950790053.58146,5195768566.26648,5256433828.6406,4416708447.1504
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Sweden,SWE,368740595935.982,373758441664.22,382271644878.765,389462280395.789,405740184306.611,417073066879.505,436575715827.722,450654706998.622,446494653686.263,427493565399.86,452077714777.655,466380936831.165,464448264944.252,469732138276.917,480516119003.081,501602351911.6,512292396637.964,521937949816.044,531177584320.755,545031918111.884,534492107010.626
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Switzerland,CHE,529837998914.444,538186454855.434,537792409495.674,537618173222.303,552143052490.049,567325325069.244,590436050732.85,613559745174.533,630788402145.885,616296830083.857,636285783946.788,647822334336.491,655461804171.543,667208623614.234,682887235059.834,694118186379.628,708477337740.424,718132464454.115,738674254331.744,747109782755.794,731108655210.761
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Syrian Arab Republic,SYR,20770487869.9399,20988014510.4076,21818055209.1143,23389922826.4268,25004519710.9876,26558570073.3917,27898767456.1339,29481908620.0444,30801717185.314,32622727886.4047,34316469200.952,35294489548.9953,25998267919.3561,19160700666.0922,17185167298.4619,16466863117.0009,15412063258.1149,15300590613.0367,15513754781.2974,15703131995.8402,15593656903.8252
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Tajikistan,TJK,2699528109.30372,2958165475.04676,3277647457.55418,3638188647.66711,4012922039.84883,4281787756.98917,4581513037.47047,4938871059.83241,5329041788.19323,5536874479.12428,5896771269.65215,6333132378.96151,6808117273.38834,7311917934.39479,7801816486.46336,8271431485.07484,8842160257.54501,9469953672.84779,10189670046.8255,10943705646.9105,11425228817.4554
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Tanzania,TZA,18486481203.1543,19608760036.0732,20999647619.2893,22400909970.0774,24081832736.0715,25882267435.0187,27572954444.2321,29439239572.2798,31113277454.4947,32752668789.9028,34828049320.6343,37500111399.4432,39187673997.6272,41845219654.6812,44662433111.6494,47413919817.124,50669888784.2555,54078588995.4215,57054358529.8857,60363511324.6004,61565931105.4141
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Thailand,THA,221454615181.944,229082063572.247,243168402250.2,260650370324.981,277043563911.345,288645146658.334,302984491694.587,319452158416.903,324964940636.733,322720673508.111,346967938038.265,349882927003.633,375224234353.836,385308369004.167,389101609925.933,401296238228.084,415081396923.293,432422173710.333,450682801200.339,460212749509.626,432369701127.278
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Timor-Leste,TLS,832683766.647435,968808340.666063,903891451.637433,884166124.62497,887702789.12347,914197082.346886,876567882.12394,966550892.42635,1076687515.00565,1185938474.0377,1296604299.77159,1373863180.30951,1440641467.25077,1485364306.0252,1551797213.16557,1590282371.46446,1638148814.59482,1586016118.47795,1578617315.67268,1960846014.97769,2582938981.94735
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Togo,TGO,3492826929.75804,3521588220.24187,3656346110.13786,3902058836.57049,3863870739.47391,3683570962.95413,3781190459.44883,3736756295.1134,3887557323.6915,4099577351.44505,4339580301.80856,4592285181.71423,4881723795.11932,5166047627.07863,5457063353.66745,5755457836.01866,5998044851.32381,6238441246.41392,6537585941.16754,6859420393.24743,7007740719.48155
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Tonga,TON,397019692.616479,402945137.109236,420792478.214925,421010471.631098,412725206.987157,410010916.759904,401131460.289732,391246346.461651,410272035.475128,389228451.705693,392437239.050283,418745044.285962,422596497.997101,424261200.814283,432706273.832264,437525514.240726,466396529.430219,481332022.49063,483872624.14682,482492576.867438,491207296.771969
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Trinidad and Tobago,TTO,13228122077.6646,13779539518.821,14873181566.6564,17021016160.8097,18374195713.2386,19515038110.939,22092595781.4538,23142924113.2823,23927871251.383,22877023931.3411,23637278843.6027,23567701471.1486,25149270114.8924,25996346049.5518,26950637730.5197,26841141793.2143,24818295899.8941,23608962518.1707,23385751652.6468,23495134887.9587,21430194900.9331
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Tunisia,TUN,27972115617.4879,29034013115.9435,29418004531.8437,30801356639.5236,32722064779.1709,33862934470.3211,35638740560.1483,38029929333.0918,39641554633.3358,40848025576.8668,42061674642.7812,41200826152.5875,42938131960.3014,43981498924.3673,45340671513.9524,45779494041.9295,46290957182.3198,47333713938.692,48567689496.9783,49320533876.2551,44893953703.8732
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Turkiye,TUR,413901474163.049,391304902374.343,416487363949.901,440639854394.832,484375146822.671,528509363515.706,565862429106.909,594767729617.936,600240295872.955,570932398858.345,619702577582.152,687745688381.755,720809935556.199,781994134596.37,817972077517.761,865460050683.656,894225044186.927,964205820086.089,997645953748.995,1010631549472.6,1028853867659.94
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Turkmenistan,TKM,10334005228.0022,10782898471.2171,10810629921.4189,11164010879.7579,11722256910.1313,13250139963.3514,14704118675.0772,16330291193.8443,18730843999.3395,19873425504.8127,21701780648.8816,24891942388.6142,27654947984.1806,30475752706.6088,33614755226.4132,35799714285.7143,38019296559.4106,40490550853.5767,43000964982.7593,45710025794.8484,48406917338.9257
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,984236608.008882,1065651608.31914,857314089.296143,865757988.836841,905760327.445553,881607724.52549,891048689.69461,968670576.849373,1078274000,1156461656.30247,2019043138.35929,2155382023.58255,2262756808.26439,1497558135.76773
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Tuvalu,TUV,29171722.9332692,29171722.9332692,31949982.2602472,30560852.5967582,29866287.7650137,28477158.1015247,29171722.9332692,31255417.4285027,33339111.9237362,31255417.4285027,30560852.5967582,32644547.0919917,31949982.2602472,33339111.9237362,33339111.9237362,36811936.0824587,38895630.5776922,39847948.4184971,40400752.5680826,45984984.3588252,44019157.5155388
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Uganda,UGA,12220817656.1968,12854303430.1863,13976829355.9471,14881585674.2548,15894609936.3319,16901146460.5212,18723891904.5488,20299025448.8812,22066817213.6558,23567695614.7273,24896350765.3932,27234530259.5375,28279643267.7641,29294007439.7726,30789849487.5724,32387183730.1002,33935615078.9833,34998276801.8745,37204541496.6985,39600047064.28,40768765796.4748
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Ukraine,UKR,69836368849.3183,75981969310.6229,80039138412.8861,87656150954.4385,97995502972.09,101005170642.605,108652697104.575,117579433691.217,120217318405.036,102020662582.215,106195352549.996,111977987704.028,112148546939.271,112199506223.487,100891035818.548,91030967789.0717,93253017277.0895,95453762636.0202,98783535744.1445,101944118786.821,98118341608.386
GDP (constant 2015 US$),NY.GDP.MKTP.KD,United Arab Emirates,ARE,198921610821.864,201704693314.365,206613089911.721,224796159215.545,246301141350.818,258259409529.61,283665213479.189,292698220662.137,302040668640.587,286204912265.895,290792347835.845,310381480913.923,324917470354.939,340898464870.844,356691886612.605,381973042886.317,403584822847.176,399301267917.2,405439194566.321,410593714983.921,374899053476.789
GDP (constant 2015 US$),NY.GDP.MKTP.KD,United Kingdom,GBR,2314307169243.88,2369642769659.08,2410140612988.09,2487711377293.16,2545576004983.01,2616614241852.83,2673913418491.85,2752283449984.53,2750923500693.34,2624727410659.64,2684060544650.54,2706913649065.85,2748282336997.97,2795510733841.06,2883853723651.98,2945579890258.46,3010574705731.3,3101591068534.48,3149707010747.53,3189276748351.15,2868821517197.41
GDP (constant 2015 US$),NY.GDP.MKTP.KD,United States,USA,13650948362520,13781388409036.2,14015733659783.6,14407558345762.9,14961928297813.8,15483134541390.2,15914268559668.9,16233167950743.9,16251606759787.8,15832884074310.8,16259610790677,16513977256911.2,16892000920975.5,17249744800617.5,17685097277697.8,18206020741000,18537270454435.6,18992846546661.7,19556270302218.3,20061570168697.6,19627632559934.5
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Uruguay,URY,36242902749.5716,34849678466.8177,32155098813.2195,32414038652.1022,34036089123.994,36575226344.6127,38074290288.9132,40564924117.3376,43475921755.0631,45320819970.7986,48857389210.184,51379472633.5779,53197370201.0395,55664418793.7377,57467273107.5946,57680327998.6689,58655009160.0858,59675827116.7172,59774159517.7554,60329073609.8215,55890466349.1545
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Uzbekistan,UZB,31472652298.5356,32783122633.228,34085756140.1454,35528479187.7393,38174995817.5933,40828160773.8708,43870437889.2749,48026286798.048,52362657563.9371,56578340212.8329,60876691748.3487,65457747965.3909,70106848438.9456,75222229947.9017,80392884506.0999,86196264755.3105,91309557164.505,95322862968.5109,100622047495.601,107444145839.577,109123866128.148
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Vanuatu,VUT,529362000.235808,511376489.610351,484793509.619977,505583079.937727,525742663.276152,553635027.968653,600476412.784404,617745467.629451,652345340.748892,672159048.88298,680620638.703336,701990785.256935,709081226.945817,712367041.387007,730710779.902669,759690180.951654,786063165.282252,820749507.202776,844553132.872594,871926684.758592,828395819.755769
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Venezuela, RB",VEN,91730367409.6068,94843912662.0328,86444870221.0213,79740811157.8949,94322699665.0565,104054834514.4,114327282932.275,124335011742.635,130897232287.454,126705506739.332,124819126240.736,130032103882.235,137347654100.449,139192362251.361,133771673722.298,125449241571.391,104072271054.897,87762679935.5076,70512625399.3064,51010266124.708,35707915777.1561
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Viet Nam,VNM,93525828108.839,99317782863.096,105595482130.707,112880581486.059,121387725604.567,130549157968.493,139658819217.11,149615800998.365,158086705343.275,166620063722.291,177322478338.404,188694468366.268,199081239731.688,210137237901.389,223632762207.56,239258328381.741,255264731908.124,272980590259.187,293358610036.841,314947640805.601,323972192107.065
